Session Number, Operation, Start Timestamp, End Timestamp, Date 1, Date 2, Days, Weeks, Months, Years, Phrase, Result of Operation, Error
20,Get day of the week,27-8-2020 22:14:37,27-8-2020 22:14:37,31-11-2843,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
20,Get week number,27-8-2020 22:14:37,27-8-2020 22:14:37,6-6-2933,N.A,N.A,N.A,N.A,N.A,N.A,23,N.A
20,Subtact two dates,27-8-2020 22:14:37,27-8-2020 22:14:37,24-1-2887,13-1-1687,N.A,N.A,N.A,N.A,N.A,Days: 438302	Weeks: 62614	Months: 14400,N.A
20,Get week number,27-8-2020 22:14:37,27-8-2020 22:14:37,28-4-1430,N.A,N.A,N.A,N.A,N.A,N.A,17,N.A
20,N.A,27-8-2020 22:14:37,27-8-2020 22:14:37,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
20,Exit Session,27-8-2020 22:14:37,27-8-2020 22:14:37,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
21,Subtract years from date,27-8-2020 22:14:37,27-8-2020 22:14:37,23-3-2301,N.A,N.A,N.A,N.A,437,N.A,23-3-1864,N.A
21,Subtract years from date,27-8-2020 22:14:37,27-8-2020 22:14:37,8-2-2196,N.A,N.A,N.A,N.A,252,N.A,8-2-1944,N.A
21,Get date from string,27-8-2020 22:14:37,27-8-2020 22:14:37,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS YEAR,27-8-2019,N.A
21,Subtact two dates,27-8-2020 22:14:37,27-8-2020 22:14:37,7-2-1754,23-6-1788,N.A,N.A,N.A,N.A,N.A,Days: 12555	Weeks: 1793	Months: 412,N.A
21,Get day of the week,27-8-2020 22:14:37,27-8-2020 22:14:37,7-3-1617,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
21,Add weeks to date,27-8-2020 22:14:37,27-8-2020 22:14:37,9-5-1587,N.A,N.A,155,N.A,N.A,N.A,28-4-1590,N.A
21,N.A,27-8-2020 22:14:37,27-8-2020 22:14:37,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
21,Subtract weeks from date,27-8-2020 22:14:37,27-8-2020 22:14:37,25-1-2945,N.A,N.A,166,N.A,N.A,N.A,20-11-2941,N.A
21,Add two dates,27-8-2020 22:14:37,27-8-2020 22:14:37,3-6-1323,10-7-2037,N.A,N.A,N.A,N.A,N.A,13-1-3361,N.A
21,Add years to date,27-8-2020 22:14:37,27-8-2020 22:14:37,6-6-1667,N.A,N.A,N.A,N.A,347,N.A,6-6-2014,N.A
21,Exit Session,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
22,Add two dates,27-8-2020 22:14:38,27-8-2020 22:14:38,17-11-2231,11-3-1589,N.A,N.A,N.A,N.A,N.A,28-2-3821,N.A
22,Subtract months from date,27-8-2020 22:14:38,27-8-2020 22:14:38,10-2-1516,N.A,N.A,N.A,462,N.A,N.A,10-8-1477,N.A
22,Get week number,27-8-2020 22:14:38,27-8-2020 22:14:38,16-5-1792,N.A,N.A,N.A,N.A,N.A,N.A,20,N.A
22,Add days to date,27-8-2020 22:14:38,27-8-2020 22:14:38,22-5-1483,N.A,192,N.A,N.A,N.A,N.A,30-11-1483,N.A
22,Get week number,27-8-2020 22:14:38,27-8-2020 22:14:38,21-4-2655,N.A,N.A,N.A,N.A,N.A,N.A,16,N.A
22,Subtract weeks from date,27-8-2020 22:14:38,27-8-2020 22:14:38,19-7-1415,N.A,N.A,434,N.A,N.A,N.A,25-3-1407,N.A
22,Get week number,27-8-2020 22:14:38,27-8-2020 22:14:38,23-7-1117,N.A,N.A,N.A,N.A,N.A,N.A,30,N.A
22,Get week number,27-8-2020 22:14:38,27-8-2020 22:14:38,13-11-1840,N.A,N.A,N.A,N.A,N.A,N.A,46,N.A
22,Add two dates,27-8-2020 22:14:38,27-8-2020 22:14:38,12-12-1588,14-5-1903,N.A,N.A,N.A,N.A,N.A,26-5-3492,N.A
22,Add days to date,27-8-2020 22:14:38,27-8-2020 22:14:38,24-3-2956,N.A,321,N.A,N.A,N.A,N.A,8-2-2957,N.A
22,Exit Session,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
23,Get week number,27-8-2020 22:14:38,27-8-2020 22:14:38,1-4-1311,N.A,N.A,N.A,N.A,N.A,N.A,14,N.A
23,Subtact two dates,27-8-2020 22:14:38,27-8-2020 22:14:38,26-9-1393,31-10-1730,N.A,N.A,N.A,N.A,N.A,Days: 123113	Weeks: 17587	Months: 4044,N.A
23,Subtact two dates,27-8-2020 22:14:38,27-8-2020 22:14:38,26-9-1547,25-11-1086,N.A,N.A,N.A,N.A,N.A,Days: 168320	Weeks: 24045	Months: 5530,N.A
23,Get week number,27-8-2020 22:14:38,27-8-2020 22:14:38,31-7-2600,N.A,N.A,N.A,N.A,N.A,N.A,31,N.A
23,Subtract years from date,27-8-2020 22:14:38,27-8-2020 22:14:38,29-13-1354,N.A,N.A,N.A,N.A,469,N.A,29-1-886,N.A
23,Add months to date,27-8-2020 22:14:38,27-8-2020 22:14:38,30-12-2962,N.A,N.A,N.A,345,N.A,N.A,30-9-2991,N.A
23,Add weeks to date,27-8-2020 22:14:38,27-8-2020 22:14:38,17-3-2080,N.A,N.A,100,N.A,N.A,N.A,15-2-2082,N.A
23,Subtract days from date,27-8-2020 22:14:38,27-8-2020 22:14:38,5-2-1788,N.A,280,N.A,N.A,N.A,N.A,1-5-1787,N.A
23,Get date from string,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,122 YEARS BEFORE,27-8-1898,N.A
23,Subtract months from date,27-8-2020 22:14:38,27-8-2020 22:14:38,26-5-1783,N.A,N.A,N.A,141,N.A,N.A,26-8-1771,N.A
23,Exit Session,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
24,N.A,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
24,Get day of the week,27-8-2020 22:14:38,27-8-2020 22:14:38,15-10-1219,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
24,Get date from string,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,YESTERDAY,26-8-2020,N.A
24,Add two dates,27-8-2020 22:14:38,27-8-2020 22:14:38,18-11-1795,23-4-2078,N.A,N.A,N.A,N.A,N.A,11-4-3874,N.A
24,Get date from string,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,377 YEARS BEFORE,27-8-1643,N.A
24,Subtract weeks from date,27-8-2020 22:14:38,27-8-2020 22:14:38,29-10-1658,N.A,N.A,93,N.A,N.A,N.A,16-1-1657,N.A
24,Get date from string,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS MONTH,27-7-2020,N.A
24,Add days to date,27-8-2020 22:14:38,27-8-2020 22:14:38,16-5-2018,N.A,156,N.A,N.A,N.A,N.A,19-10-2018,N.A
24,Add weeks to date,27-8-2020 22:14:38,27-8-2020 22:14:38,18-3-1844,N.A,N.A,445,N.A,N.A,N.A,27-9-1852,N.A
24,Subtract days from date,27-8-2020 22:14:38,27-8-2020 22:14:38,13-4-2503,N.A,264,N.A,N.A,N.A,N.A,23-7-2502,N.A
24,Exit Session,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
25,N.A,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
25,Subtract years from date,27-8-2020 22:14:38,27-8-2020 22:14:38,6-1-2583,N.A,N.A,N.A,N.A,96,N.A,6-1-2487,N.A
25,Add weeks to date,27-8-2020 22:14:38,27-8-2020 22:14:38,11-5-1685,N.A,N.A,270,N.A,N.A,N.A,14-7-1690,N.A
25,Subtract years from date,27-8-2020 22:14:38,27-8-2020 22:14:38,27-13-1875,N.A,N.A,N.A,N.A,444,N.A,27-1-1432,N.A
25,Subtract days from date,27-8-2020 22:14:38,27-8-2020 22:14:38,22-7-1465,N.A,125,N.A,N.A,N.A,N.A,19-3-1465,N.A
25,N.A,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
25,Get day of the week,27-8-2020 22:14:38,27-8-2020 22:14:38,18-4-1537,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
25,Subtract weeks from date,27-8-2020 22:14:38,27-8-2020 22:14:38,27-1-2735,N.A,N.A,440,N.A,N.A,N.A,22-8-2726,N.A
25,Subtract years from date,27-8-2020 22:14:38,27-8-2020 22:14:38,4-13-1158,N.A,N.A,N.A,N.A,72,N.A,4-1-1087,N.A
25,Get day of the week,27-8-2020 22:14:38,27-8-2020 22:14:38,29-3-2319,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
25,Exit Session,27-8-2020 22:14:38,27-8-2020 22:14:38,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
26,Get day of the week,27-8-2020 22:14:38,27-8-2020 22:14:38,22-7-2521,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
26,Add two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,8-6-2795,16-2-1347,N.A,N.A,N.A,N.A,N.A,24-8-4142,N.A
26,Get day of the week,27-8-2020 22:14:39,27-8-2020 22:14:39,16-6-2941,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
26,Get day of the week,27-8-2020 22:14:39,27-8-2020 22:14:39,23-12-2889,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
26,Subtact two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,6-3-1702,6-2-1408,N.A,N.A,N.A,N.A,N.A,Days: 107401	Weeks: 15343	Months: 3528,N.A
26,Get day of the week,27-8-2020 22:14:39,27-8-2020 22:14:39,13-1-2944,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
26,Get day of the week,27-8-2020 22:14:39,27-8-2020 22:14:39,28-6-1725,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
26,Subtract days from date,27-8-2020 22:14:39,27-8-2020 22:14:39,4-12-2623,N.A,252,N.A,N.A,N.A,N.A,27-3-2623,N.A
26,Subtact two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,6-4-2142,26-9-2849,N.A,N.A,N.A,N.A,N.A,Days: 258400	Weeks: 36914	Months: 8489,N.A
26,Add years to date,27-8-2020 22:14:39,27-8-2020 22:14:39,28-4-1315,N.A,N.A,N.A,N.A,41,N.A,28-4-1356,N.A
26,Exit Session,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
27,Get day of the week,27-8-2020 22:14:39,27-8-2020 22:14:39,5-11-1851,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
27,Get date from string,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,LAST YEAR,27-8-2019,N.A
27,N.A,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
27,Subtract years from date,27-8-2020 22:14:39,27-8-2020 22:14:39,8-11-2096,N.A,N.A,N.A,N.A,431,N.A,8-11-1665,N.A
27,Get date from string,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,272 WEEKS AFTER,13-11-2025,N.A
27,Add months to date,27-8-2020 22:14:39,27-8-2020 22:14:39,8-6-1292,N.A,N.A,N.A,262,N.A,N.A,8-4-1314,N.A
27,N.A,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
27,Subtract days from date,27-8-2020 22:14:39,27-8-2020 22:14:39,32-12-2232,N.A,34,N.A,N.A,N.A,N.A,28-11-2232,N.A
27,Get week number,27-8-2020 22:14:39,27-8-2020 22:14:39,27-5-1821,N.A,N.A,N.A,N.A,N.A,N.A,22,N.A
27,N.A,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
27,Exit Session,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
28,Subtract years from date,27-8-2020 22:14:39,27-8-2020 22:14:39,30-5-2759,N.A,N.A,N.A,N.A,369,N.A,30-5-2390,N.A
28,Add weeks to date,27-8-2020 22:14:39,27-8-2020 22:14:39,21-11-2936,N.A,N.A,454,N.A,N.A,N.A,4-8-2945,N.A
28,Add two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,2-3-1913,29-4-2211,N.A,N.A,N.A,N.A,N.A,31-7-4124,N.A
28,Get week number,27-8-2020 22:14:39,27-8-2020 22:14:39,27-7-1534,N.A,N.A,N.A,N.A,N.A,N.A,31,N.A
28,N.A,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
28,Subtract years from date,27-8-2020 22:14:39,27-8-2020 22:14:39,12-13-2595,N.A,N.A,N.A,N.A,280,N.A,12-1-2316,N.A
28,Subtact two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,29-9-1024,26-1-1715,N.A,N.A,N.A,N.A,N.A,Days: 252130	Weeks: 36018	Months: 8283,N.A
28,Get week number,27-8-2020 22:14:39,27-8-2020 22:14:39,19-7-1231,N.A,N.A,N.A,N.A,N.A,N.A,29,N.A
28,Get week number,27-8-2020 22:14:39,27-8-2020 22:14:39,22-3-1961,N.A,N.A,N.A,N.A,N.A,N.A,12,N.A
28,Add two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,6-3-2627,8-10-1587,N.A,N.A,N.A,N.A,N.A,14-1-4215,N.A
28,Exit Session,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
29,Add two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,19-10-2433,5-6-2833,N.A,N.A,N.A,N.A,N.A,24-4-5267,N.A
29,Add years to date,27-8-2020 22:14:39,27-8-2020 22:14:39,30-4-2203,N.A,N.A,N.A,N.A,370,N.A,30-4-2573,N.A
29,Get date from string,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,127 MONTHS EARLIER,27-1-2010,N.A
29,Subtract days from date,27-8-2020 22:14:39,27-8-2020 22:14:39,16-13-2535,N.A,400,N.A,N.A,N.A,N.A,12-12-2534,N.A
29,Add two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,7-1-1447,15-13-1998,N.A,N.A,N.A,N.A,N.A,22-2-3446,N.A
29,Get week number,27-8-2020 22:14:39,27-8-2020 22:14:39,21-12-1075,N.A,N.A,N.A,N.A,N.A,N.A,52,N.A
29,Get date from string,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,DAY BEFORE YESTERDAY,25-8-2020,N.A
29,N.A,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
29,Get date from string,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,371 MONTHS BEFORE,27-9-1989,N.A
29,Subtract weeks from date,27-8-2020 22:14:39,27-8-2020 22:14:39,32-7-1642,N.A,N.A,284,N.A,N.A,N.A,20-2-1637,N.A
29,Exit Session,27-8-2020 22:14:39,27-8-2020 22:14:39,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
30,Add two dates,27-8-2020 22:14:39,27-8-2020 22:14:39,16-8-1550,19-4-1813,N.A,N.A,N.A,N.A,N.A,4-1-3364,N.A
30,Get day of the week,27-8-2020 22:14:40,27-8-2020 22:14:40,25-12-1077,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
30,Get date from string,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,10 WEEKS AFTER,5-11-2020,N.A
30,Add weeks to date,27-8-2020 22:14:40,27-8-2020 22:14:40,10-8-1241,N.A,N.A,404,N.A,N.A,N.A,8-5-1249,N.A
30,Get day of the week,27-8-2020 22:14:40,27-8-2020 22:14:40,26-4-1042,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
30,Add days to date,27-8-2020 22:14:40,27-8-2020 22:14:40,2-12-2262,N.A,343,N.A,N.A,N.A,N.A,10-11-2263,N.A
30,Subtract months from date,27-8-2020 22:14:40,27-8-2020 22:14:40,25-11-1820,N.A,N.A,N.A,25,N.A,N.A,25-10-1818,N.A
30,Subtract months from date,27-8-2020 22:14:40,27-8-2020 22:14:40,20-3-1704,N.A,N.A,N.A,104,N.A,N.A,20-7-1695,N.A
30,Subtract days from date,27-8-2020 22:14:40,27-8-2020 22:14:40,21-10-2107,N.A,127,N.A,N.A,N.A,N.A,16-6-2107,N.A
30,Get date from string,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
30,Exit Session,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
31,Get date from string,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
31,Get day of the week,27-8-2020 22:14:40,27-8-2020 22:14:40,16-6-2966,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
31,Subtract years from date,27-8-2020 22:14:40,27-8-2020 22:14:40,20-5-2527,N.A,N.A,N.A,N.A,63,N.A,20-5-2464,N.A
31,Get date from string,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS WEEK,20-8-2020,N.A
31,Get day of the week,27-8-2020 22:14:40,27-8-2020 22:14:40,3-7-1023,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
31,Add months to date,27-8-2020 22:14:40,27-8-2020 22:14:40,22-12-2177,N.A,N.A,N.A,350,N.A,N.A,22-2-2207,N.A
31,Add years to date,27-8-2020 22:14:40,27-8-2020 22:14:40,2-12-2370,N.A,N.A,N.A,N.A,252,N.A,2-12-2622,N.A
31,Subtract weeks from date,27-8-2020 22:14:40,27-8-2020 22:14:40,8-6-1086,N.A,N.A,21,N.A,N.A,N.A,12-1-1086,N.A
31,N.A,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
31,Subtract months from date,27-8-2020 22:14:40,27-8-2020 22:14:40,27-12-1041,N.A,N.A,N.A,432,N.A,N.A,27-12-1005,N.A
31,Exit Session,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
32,Subtract days from date,27-8-2020 22:14:40,27-8-2020 22:14:40,24-2-2133,N.A,242,N.A,N.A,N.A,N.A,27-6-2132,N.A
32,Add weeks to date,27-8-2020 22:14:40,27-8-2020 22:14:40,30-9-1464,N.A,N.A,388,N.A,N.A,N.A,8-3-1472,N.A
32,Get date from string,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,NEXT MONTH,27-9-2020,N.A
32,Add two dates,27-8-2020 22:14:40,27-8-2020 22:14:40,3-1-1904,11-13-2231,N.A,N.A,N.A,N.A,N.A,14-2-4136,N.A
32,Add months to date,27-8-2020 22:14:40,27-8-2020 22:14:40,3-6-1836,N.A,N.A,N.A,405,N.A,N.A,3-3-1870,N.A
32,Get date from string,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,LAST YEAR,27-8-2019,N.A
32,N.A,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
32,N.A,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
32,Add days to date,27-8-2020 22:14:40,27-8-2020 22:14:40,8-3-2073,N.A,41,N.A,N.A,N.A,N.A,18-4-2073,N.A
32,Subtract years from date,27-8-2020 22:14:40,27-8-2020 22:14:40,26-4-1042,N.A,N.A,N.A,N.A,357,N.A,26-4-685,N.A
32,Exit Session,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
33,Add two dates,27-8-2020 22:14:40,27-8-2020 22:14:40,22-2-2458,14-1-1015,N.A,N.A,N.A,N.A,N.A,8-4-3473,N.A
33,Add months to date,27-8-2020 22:14:40,27-8-2020 22:14:40,30-4-1460,N.A,N.A,N.A,217,N.A,N.A,30-5-1478,N.A
33,Add months to date,27-8-2020 22:14:40,27-8-2020 22:14:40,10-6-2822,N.A,N.A,N.A,220,N.A,N.A,10-10-2840,N.A
33,Add months to date,27-8-2020 22:14:40,27-8-2020 22:14:40,10-13-2737,N.A,N.A,N.A,304,N.A,N.A,10-5-2763,N.A
33,Get week number,27-8-2020 22:14:40,27-8-2020 22:14:40,17-13-1294,N.A,N.A,N.A,N.A,N.A,N.A,4,N.A
33,Subtact two dates,27-8-2020 22:14:40,27-8-2020 22:14:40,21-8-2327,22-3-1610,N.A,N.A,N.A,N.A,N.A,Days: 262030	Weeks: 37432	Months: 8608,N.A
33,Add months to date,27-8-2020 22:14:40,27-8-2020 22:14:40,4-2-2030,N.A,N.A,N.A,377,N.A,N.A,4-7-2061,N.A
33,Add days to date,27-8-2020 22:14:40,27-8-2020 22:14:40,5-9-1444,N.A,342,N.A,N.A,N.A,N.A,13-8-1445,N.A
33,Subtact two dates,27-8-2020 22:14:40,27-8-2020 22:14:40,2-13-2659,27-2-1524,N.A,N.A,N.A,N.A,N.A,Days: 414850	Weeks: 59264	Months: 13629,N.A
33,Get date from string,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,30 MONTHS AFTER,27-2-2023,N.A
33,Exit Session,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
34,Subtract days from date,27-8-2020 22:14:40,27-8-2020 22:14:40,31-10-2574,N.A,398,N.A,N.A,N.A,N.A,28-9-2573,N.A
34,N.A,27-8-2020 22:14:40,27-8-2020 22:14:40,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
34,Add days to date,27-8-2020 22:14:40,27-8-2020 22:14:40,25-8-1414,N.A,270,N.A,N.A,N.A,N.A,22-5-1415,N.A
34,Get week number,27-8-2020 22:14:40,27-8-2020 22:14:40,32-2-1231,N.A,N.A,N.A,N.A,N.A,N.A,10,N.A
34,Get day of the week,27-8-2020 22:14:41,27-8-2020 22:14:41,7-7-2050,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
34,Get day of the week,27-8-2020 22:14:41,27-8-2020 22:14:41,18-8-1630,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
34,Get week number,27-8-2020 22:14:41,27-8-2020 22:14:41,18-6-1757,N.A,N.A,N.A,N.A,N.A,N.A,25,N.A
34,Add years to date,27-8-2020 22:14:41,27-8-2020 22:14:41,11-12-2152,N.A,N.A,N.A,N.A,89,N.A,11-12-2241,N.A
34,Add months to date,27-8-2020 22:14:41,27-8-2020 22:14:41,2-8-2194,N.A,N.A,N.A,236,N.A,N.A,2-4-2214,N.A
34,Subtract years from date,27-8-2020 22:14:41,27-8-2020 22:14:41,1-12-2210,N.A,N.A,N.A,N.A,42,N.A,1-12-2168,N.A
34,Exit Session,27-8-2020 22:14:41,27-8-2020 22:14:41,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
35,Get date from string,27-8-2020 22:14:41,27-8-2020 22:14:41,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
35,Get day of the week,27-8-2020 22:14:41,27-8-2020 22:14:41,24-2-2363,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
35,Subtract years from date,27-8-2020 22:14:41,27-8-2020 22:14:41,23-12-1753,N.A,N.A,N.A,N.A,311,N.A,23-12-1442,N.A
35,Add days to date,27-8-2020 22:14:41,27-8-2020 22:14:41,18-10-1625,N.A,215,N.A,N.A,N.A,N.A,21-5-1626,N.A
35,Add weeks to date,27-8-2020 22:14:41,27-8-2020 22:14:41,18-10-2164,N.A,N.A,389,N.A,N.A,N.A,2-4-2172,N.A
35,Get date from string,27-8-2020 22:14:41,27-8-2020 22:14:41,N.A,N.A,N.A,N.A,N.A,N.A,158 MONTHS EARLIER,27-6-2007,N.A
35,Add days to date,27-8-2020 22:14:41,27-8-2020 22:14:41,1-4-1692,N.A,390,N.A,N.A,N.A,N.A,26-4-1693,N.A
35,Add weeks to date,27-8-2020 22:14:41,27-8-2020 22:14:41,24-5-2030,N.A,N.A,5,N.A,N.A,N.A,28-6-2030,N.A
35,Add months to date,27-8-2020 22:14:41,27-8-2020 22:14:41,7-10-1359,N.A,N.A,N.A,118,N.A,N.A,7-8-1369,N.A
35,Add months to date,27-8-2020 22:14:41,27-8-2020 22:14:41,23-4-2223,N.A,N.A,N.A,427,N.A,N.A,23-11-2258,N.A
35,Exit Session,27-8-2020 22:14:41,27-8-2020 22:14:41,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
36,Get week number,27-8-2020 22:14:41,27-8-2020 22:14:41,12-9-2709,N.A,N.A,N.A,N.A,N.A,N.A,38,N.A
36,Subtact two dates,27-8-2020 22:14:41,27-8-2020 22:14:41,25-5-1343,8-11-1064,N.A,N.A,N.A,N.A,N.A,Days: 101737	Weeks: 14533	Months: 3342,N.A
36,Subtract days from date,27-8-2020 22:14:41,27-8-2020 22:14:41,32-10-1315,N.A,476,N.A,N.A,N.A,N.A,13-7-1314,N.A
36,Subtract weeks from date,27-8-2020 22:14:41,27-8-2020 22:14:41,3-4-1634,N.A,N.A,363,N.A,N.A,N.A,19-4-1627,N.A
36,Subtact two dates,27-8-2020 22:14:41,27-8-2020 22:14:41,18-12-1497,8-10-1861,N.A,N.A,N.A,N.A,N.A,Days: 132868	Weeks: 18981	Months: 4365,N.A
36,Subtract months from date,27-8-2020 22:14:41,27-8-2020 22:14:41,17-13-2619,N.A,N.A,N.A,280,N.A,N.A,17-9-2596,N.A
36,Add weeks to date,27-8-2020 22:14:41,27-8-2020 22:14:41,12-3-2834,N.A,N.A,392,N.A,N.A,N.A,15-9-2841,N.A
36,Add weeks to date,27-8-2020 22:14:41,27-8-2020 22:14:41,3-6-1179,N.A,N.A,40,N.A,N.A,N.A,9-3-1180,N.A
36,Add years to date,27-8-2020 22:14:41,27-8-2020 22:14:41,9-13-1442,N.A,N.A,N.A,N.A,38,N.A,9-1-1481,N.A
36,Subtact two dates,27-8-2020 22:14:41,27-8-2020 22:14:41,3-9-1197,19-6-1515,N.A,N.A,N.A,N.A,N.A,Days: 116073	Weeks: 16581	Months: 3813,N.A
36,Exit Session,27-8-2020 22:14:41,27-8-2020 22:14:41,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
